work-id,format,doc,celex
6a0a4cfc-f512-4375-b1c0-437e3d620c94,xhtml,L_2009348EN.01000901.doc.html,32009R1295
c8d0e52c-9cfe-4d6a-94f7-71eed9a62318,html,31994M0486en.html,31994M0486
7929ce0c-4cd4-11e7-a5ca-01aa75ed71a1,xhtml,L_2017146EN.01001301.doc.html,32017R0968
38847bdd-c05f-4db8-bc59-c214fa5b0356,xhtml,L_2004291EN.01001401.doc.html,32004D0637
0aaa4dcc-3156-4b82-8a9f-9068d7ec11af,html,31995D0276en.html,31995D0276
a559e09c-8dc6-11e5-b8b7-01aa75ed71a1,xhtml,L_2015301EN.01001001.doc.html,32015R2063
5a2f4e35-2f7a-434d-b0c6-0b5a3ddf0c6a,xhtml,L_2010167EN.01000101.doc.html,32010D0357
cc88863b-846c-4a4c-a28e-2ad67b629b86,html,32000R2855R_01_en.html,32000R2855R(01)
562ade5a-b43e-11e5-8d3c-01aa75ed71a1,xhtml,L_2016003EN.01004801.doc.html,32016L0011
c40534e9-6ca0-11e4-9680-01aa75ed71a1,xhtml,L_2014330EN.01004001.doc.html,32014D0794
735d7b33-b6d8-11ec-b6f4-01aa75ed71a1,xhtml,L_2022109EN.01006901.doc.html,32022D0575
f1e11ae0-0851-11f0-b1a3-01aa75ed71a1,xhtml,L_202500538EN.html,32025D0538
10c25ab9-1662-11ea-8c1f-01aa75ed71a1,xhtml,L_2019313EN.01001401.doc.html,32019R2026
64dbde6b-cfd0-11eb-ac72-01aa75ed71a1,xhtml,L_2021218EN.01005601.doc.html,32021Q0618(01)
26aff027-63b8-40bd-8681-555b8d0d9a3a,xhtml,L_2011253EN.01000101.doc.html,32011R0964
7499fdb3-48b6-4f06-90e0-4604f53b3d71,html,32003R2168en.html,32003R2168
39fa379d-eeda-4db3-9740-6943218c00e7,xhtml,L_2007213EN.01003201.doc.html,32007D0561
21ad7a22-50ce-4095-96de-95ca336179e2,xhtml,C_2007192EN.01000301.doc.html,32007M4710
a388ee57-3b3a-11e5-98a0-01aa75ed71a1,xhtml,L_2015208EN.01000301.doc.html,32015R1348
099389b5-a7ce-443e-aa87-b4c99e56222a,html,31999M1541en.html,31999M1541
f3742ceb-bd83-11e4-bbe1-01aa75ed71a1,xhtml,L_2015055EN.01000201.doc.html,32015R0302
12c401d0-bdaa-11ef-91ed-01aa75ed71a1,xhtml,L_202403144EN.html,32024R3144
1ae9e351-eb06-11ed-a05c-01aa75ed71a1,xhtml,L_2023122EN.01000101.doc.html,32023D0911
e6b0d86f-3e2c-11e4-8c3c-01aa75ed71a1,xhtml,L_2014275EN.01000701.doc.html,32014D0415R(02)
33230725-852a-4177-86cb-c384e52897fe,html,31991M0156en.html,31991M0156
0a5a93be-6330-40ca-9ce7-826faee31194,html,31993D0355en.html,31993D0355
06436cae-5867-4271-8b3e-03378c02a0b0,xhtml,L_2007172EN.01007101.doc.html,32007L0042
ff3228cd-b274-4155-a01c-8274a8e5fdbc,xhtml,L_2008034EN.01000301.doc.html,32008D0099
c0696815-8046-11e9-9f05-01aa75ed71a1,xhtml,L_2019139EN.01001301.doc.html,32019D0852
e31cd5e7-14e7-11ea-8c1f-01aa75ed71a1,xhtml,L_2019310EN.01005601.doc.html,32019D2005
c34d75a5-470d-4387-b4a2-98c7c09ac424,xhtml,L_2007186EN.01003201.doc.html,32007D0504
00eb1512-dd12-11ee-b9d9-01aa75ed71a1,xhtml,L_202400789EN.html,32024D0789
cd7e806e-7bec-11eb-9ac9-01aa75ed71a1,xhtml,L_2021073EN.01001601.doc.html,32021R0379
83ff0e26-a3a6-11e9-9d01-01aa75ed71a1,xhtml,L_2019185EN.01004801.doc.html,32019D1183
8995deec-89c8-446f-b2c8-ba04f9176c4e,html,31995D0437en.html,31995D0437
58ee3858-7b56-4a35-a52a-b533b563ccd3,xhtml,L_2007059EN.01008401.doc.html,31998L0059R(03)
41f5fb1d-a8e5-11ed-b508-01aa75ed71a1,xhtml,L_2023041EN.01007701.doc.html,32023R0266
b9bc9115-9f20-4bc9-89fa-9614993fe95d,html,31981D0258en.html,31981D0258
3dae3965-994d-49cf-b7b2-3a61a6112644,xhtml,ENG_m8204.html,32017M8204
0b31fc2f-5107-11ee-9220-01aa75ed71a1,xhtml,L_2023224EN.01001601.doc.html,32023R1754
9fd6f2d9-432f-11eb-b27b-01aa75ed71a1,xhtml,L_2020431EN.01003201.doc.html,32020R2158
81d94003-9520-11e7-b92d-01aa75ed71a1,xhtml,L_2017233EN.01000601.doc.html,32017D1535
66e50f4b-0d50-417a-9f68-e693be55e74a,xhtml,L_2007179EN.01004601.doc.html,32007D0471
753120ea-7c4c-11e4-97c9-01aa75ed71a1,xhtml,L_2014349EN.01002901.doc.html,32014R1293
5fb74416-cc5a-48c9-b7ae-d46b515919d9,html,32011M6423en.html,32011M6423
21c2461f-1b03-11e5-a342-01aa75ed71a1,xhtml,L_2015159EN.01006101.doc.html,32015D0990
d5d245b9-c1b2-4171-9ee9-43d435b1c3e8,html,31975Y0820_02_en.html,31975Y0820(02)
b9460f77-0985-11ed-b11c-01aa75ed71a1,xhtml,L_2022195EN.01009301.doc.html,32022D1285
29dc8e61-618b-4698-835a-b819b99c10b3,html,31996D0655en.html,31996D0655
27cd8a86-dd1d-11e5-8fea-01aa75ed71a1,xhtml,L_2016052EN.01000901.doc.html,32016D0271
30066b7b-3052-11ea-af81-01aa75ed71a1,xhtml,L_2020002EN.01001101.doc.html,32020R0005
0816cfc8-9107-11e6-b237-01aa75ed71a1,xhtml,L_2016276EN.01000401.doc.html,32016R1807
60bd75da-6853-426c-9f21-e882a3bb121a,html,31989D0565en.html,31989D0565
ea357a12-141b-47d5-9a76-cc5996739839,html,31992M0117en.html,31992M0117
e0a63aa5-8fde-11e5-983e-01aa75ed71a1,xhtml,L_2015305EN.01000101.doc.html,32015D2103
1b2fc788-8047-11e9-9f05-01aa75ed71a1,xhtml,LI2019139EN.01008901.doc.html,32019R0774
fc50c582-7d0e-11ee-99ba-01aa75ed71a1,xhtml,L_202302449EN.html,32023R2449
3c180456-e1f7-4c61-ac24-9c019baf68b1,html,31974D0215en.html,31974D0215
81bcc25c-48c4-4992-967e-1aed289f87ec,xhtml,L_2004212EN.01003401.doc.html,32004D0472R(01)
cf3d128b-6d7e-48b9-a240-27a752e06bbc,html,32000M1869en.html,32000M1869
a7a2bc84-d383-11ed-a05c-01aa75ed71a1,xhtml,L_2023096EN.01008501.doc.html,32023D0740
dfbc5e4f-f384-11ed-a05c-01aa75ed71a1,xhtml,L_2023131EN.01001701.doc.html,32023R0945
f35da136-e22e-4b18-837a-deef68a0bcf7,html,31982D0512en.html,31982D0512
55eb5fee-edaf-11ea-991b-01aa75ed71a1,xhtml,L_2020288EN.01000101.doc.html,32020R1245
a6e65177-eda6-43c4-b3fb-c1051ddf676b,xhtml,L_2005311EN.01002201.doc.html,32005D0827
3d328511-efec-11e6-8a35-01aa75ed71a1,xhtml,L_2017036EN.01004701.doc.html,32017R0242
ff4493d6-965c-469a-a398-8b28939a6883,xhtml,L_2009101EN.01001601.doc.html,32009R0324
42548f14-81cd-11ed-9887-01aa75ed71a1,xhtml,L_2022328EN.01007001.doc.html,32022R2528
03a6b324-6427-11ea-b735-01aa75ed71a1,xhtml,L_2020076EN.01000401.doc.html,32020D0394
9a3102f9-92f6-11e3-bf99-01aa75ed71a1,xhtml,L_2014040EN.01001601.doc.html,32014R0128
42e13643-5362-11ee-9220-01aa75ed71a1,xhtml,L_2023228EN.01007301.doc.html,32023R1772
9d014a89-f0c5-459c-bc1e-66a3ddfb2992,html,32014M7245en.html,32014M7245
bb7f4e80-b4d0-4141-bc9b-f21a2613e09b,html,32004M3264en.html,32004M3264
15dff02d-08ce-11e4-a7d0-01aa75ed71a1,xhtml,L_2014203EN.01010601.doc.html,32014D0450
728fa1a3-aa7e-45d1-a024-a637fb4eabab,html,31997R0530en.html,31997R0530
fefdf7d6-fae6-4eea-9ba9-ae72d1a9f110,xhtml,L_2004248EN.01001401.doc.html,32004D0014(01)
e656f80c-657d-40aa-a58d-5e951988cbfe,html,31976D0228en.html,31976D0228
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000101.notes.0002.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0011.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0001.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0013.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0003.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002401.notes.0003.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000901.notes.0004.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0027.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0013.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0003.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0008.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0018.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002401.notes.0002.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0026.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000901.notes.0005.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0002.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0012.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0019.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0009.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000101.notes.0003.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001701.notes.0001.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0002.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0012.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0010.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0024.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000901.notes.0007.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0009.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0010.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000101.notes.0001.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001701.notes.0003.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0009.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0010.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0012.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0002.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001701.notes.0002.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0008.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0003.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0013.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0001.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0011.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000901.notes.0006.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0025.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002401.notes.0001.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0008.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0001.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0011.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0004.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000901.notes.0003.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0030.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0020.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002401.notes.0004.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0016.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0006.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0014.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0004.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0029.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0005.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0015.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0007.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0017.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000101.notes.0004.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0028.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002101.notes.0005.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0021.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0031.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000901.notes.0002.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01002401.notes.0005.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0017.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001301.notes.0007.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0015.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000501.notes.0005.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01001701.notes.0004.xml.jpg,32007A0327(03)
e9cc666d-ab4d-4716-a3e8-df42fc0e0747,xhtml,FOR-C_2007070EN.01000901.notes.0009.xml.jpg,32007A0327(03)
