work-id,celex
0567a280-ccfc-4587-9ebf-32b929bbf245,32011D0361
0569c79e-bc18-11ef-91ed-01aa75ed71a1,32024R0573R(04)
056b1da1-281f-11e3-8d1c-01aa75ed71a1,32013D0475
056c42ec-ea44-11ed-a05c-01aa75ed71a1,32013R0168R(08)
056d39fa-416e-44c6-9359-ff34f9de4ab8,32010D0084
056dfe3b-5b3b-11e4-8ccf-01aa75ed71a1,32014R1130
056eb17a-7c0b-4221-9183-832d36b9a0da,32005L0001
05704d98-06d1-11ec-b5d3-01aa75ed71a1,32021R1406
05708224-f526-4b81-8bd9-d8649d79dec0,32007M4683
0570ae86-000e-4a85-9783-1872b0890ee6,32005R1286R(01)
0572da0d-410e-11e7-a9b0-01aa75ed71a1,32017D0901
05731988-941b-4440-8c25-de4a98f005ae,32005M3915
057430c3-d7ee-485d-8d18-0e52b3ff7d1f,31998D0379
05747f7d-10c4-11ef-a251-01aa75ed71a1,32023D2066R(01)
0576a148-9e55-11e9-9d01-01aa75ed71a1,32018R2067R(02)
0577634a-b778-11ea-bb7a-01aa75ed71a1,32008L0006R(06)
057a10f0-97d4-11ed-b508-01aa75ed71a1,32020R2154R(01)
057cf145-a959-4d88-add0-e102c4d47dda,31983D0468
0580293d-8d09-4dc4-afed-6c9d217946b3,31980R1974R(01)
0580cb4b-4943-11e3-ae03-01aa75ed71a1,32013R1124
058167b7-2c3d-467e-858f-10f4852c9622,32015M7789
0581fb5e-2742-402b-834f-8a55df534510,32004R1638
058330a9-a1ea-46f1-939a-143295b3833d,32007D0310
058372dc-1def-11e8-ac73-01aa75ed71a1,32018R0302
0583d1f0-3846-11e6-a825-01aa75ed71a1,32016D1000
0583f483-46c7-11e8-be1d-01aa75ed71a1,32018D0619
05848564-c322-4b98-b46d-cf86885cdfe7,31999R2200
05849504-7184-11ed-9887-01aa75ed71a1,32022M10942
0587a4ed-1ef3-11e5-a342-01aa75ed71a1,32015D1025
0588acbf-567b-4df5-a897-ae6bfc7e3c16,32004L0038R(03)
0588b479-7b76-4769-9206-de8f91465738,32005M3858
0588dd92-edd7-11ec-a534-01aa75ed71a1,32022O0912
05893e84-02a3-11ef-a251-01aa75ed71a1,32024R1185
058cad21-48f2-4ddf-bfad-3479dccc1ba1,32002M2773
058f3116-b64c-11e8-99ee-01aa75ed71a1,32016R0161R(05)
0590ea76-9e8f-4171-bafb-f886debfd2b9,32005R1095
059327db-594c-47d9-9d93-8b79f73ce4fc,31999D0371R(01)
05933251-049b-11f0-9503-01aa75ed71a1,32025M11592
05939363-04c8-11eb-a511-01aa75ed71a1,32020M9756
0593f7be-87fc-4d87-b10b-492aeb2d6d03,31976D0689
0595053f-fc58-49c3-84d9-3d054becb5b8,32006M4205
059595ae-9ca9-11ef-85f0-01aa75ed71a1,32024R2838
0595e720-206d-4627-95ca-498e4faafb38,32009M5626
0598be71-c73d-11ea-adf7-01aa75ed71a1,32020D1023
059a24ae-757a-11eb-9ac9-01aa75ed71a1,32021D0281
059a7d99-b9df-4f79-811e-8a7a030f3f2d,32017M8576
059c9ceb-033a-438b-8b89-94d7ddf41339,32008D0551
059d829c-7a68-434d-bdb6-45d7394d228c,32010M5971
059e24be-6430-11eb-aeb5-01aa75ed71a1,32021D0106
059e6ecd-3d3a-11ed-9c68-01aa75ed71a1,32022L1648
059f60a6-459e-4642-a2f2-cba463302e61,32009D0086
05a00b31-f831-11e7-b8f5-01aa75ed71a1,32018Q0113(01)
05a0c78e-3a60-46a4-9f1c-91fc23f15997,32003M3149
05a1366f-b54e-4955-a642-ced68c934768,32006D0555
05a281c3-b8b1-42b3-b6c7-c0c51ae2f446,32004D0881R(01)
05a928df-cf67-11e3-b682-01aa75ed71a1,32013R0212R(02)
05aa648b-ffae-11ef-9503-01aa75ed71a1,32025D01598
05abb5e5-ff23-4d64-ae2d-56f4368ca31c,32013M6873
05ac408c-77b9-40a9-8221-191528935ccc,32006R1056
05ac6688-fadf-43c0-a764-200194e0b515,31998E0302
05accc86-875b-43f8-afa4-1afb0bbc4421,31998L0096
05af7aef-5c65-11ea-8b81-01aa75ed71a1,32020M9713
05b2230d-ef03-49d6-99e3-c833fc56e2a2,32002R1893
05b2bce4-ee5c-4b17-9511-d9d9d5a73a09,32013M6866
05b519f5-9ddd-11eb-b85c-01aa75ed71a1,32009R1223R(13)
05b55269-ad23-49d7-8d02-2fb0fd9d8a9f,32013M6926
05b5a9f7-55bf-11ee-9220-01aa75ed71a1,32023R1781
05b60ffd-22d9-11ef-a251-01aa75ed71a1,32024D1638
05b88b73-eb2d-4da5-ab30-bc5b9821fe9e,32003G0118(03)
05bb55f9-2949-11f0-8a44-01aa75ed71a1,32025D0858
05bb8201-6376-11ef-a8ba-01aa75ed71a1,32024M11638
05bbcba6-b156-11ec-83e1-01aa75ed71a1,32022D0356R(01)
05bbe56a-252d-11ee-94cb-01aa75ed71a1,32023R1472
05bc0379-033d-11ee-87ec-01aa75ed71a1,32023R1079
05be3203-c6cd-41ae-9e2e-77684f5f2b94,32007M4698
05be8278-f2fe-4338-8a86-4f5d24be4d56,32011R0242
05beca83-fff9-4357-a366-3acc7027e5c3,32003D0310
05bfd9af-f280-434b-8504-a6f7d12ac20f,32013M7082
05c33565-0a5e-483c-a58a-e85ba262a4eb,31996M0758
05c732e7-9e10-11ee-b164-01aa75ed71a1,32013L0032R(10)
05c78fda-9a07-43c1-bc29-88c0daac0410,32011M6361
05c86ec7-ed9b-11ef-b5e9-01aa75ed71a1,32025R0313
05c8f484-33e2-4663-94ba-3af6d41af545,32005R1309R(02)
05c9a256-3528-4b6d-a7af-7d69a7bf730e,32009M5364
05c9a69e-00f0-11e4-831f-01aa75ed71a1,32014R0725
05ca8217-17aa-40a3-a9e6-f7b971a373bc,32011R0706
05cb6903-0278-4e2b-9e6f-2e6c1516e1e9,31980R1698
05cd3194-a0c3-471a-959c-62288cfbc2f1,32000R1495
05cef2ac-2587-446d-af35-c4b132830f65,31984D0561
05cf2295-1dad-11ea-95ab-01aa75ed71a1,32019D2140
05cf2b31-39cc-11f0-8a44-01aa75ed71a1,32025R1085
05cfb00b-e8cf-4eed-93e0-866fb1fdc4c4,32007E0807
05d22a36-6622-11e7-b2f2-01aa75ed71a1,32017D1243
05d25c62-80e8-40f5-b4ca-f6628611aece,32014M7372
05d7f141-e445-4bc0-bc17-4a351142ee5c,31994D1037
05d92f6f-0b88-11ec-adb1-01aa75ed71a1,32019R2018R(03)
05d9beba-67a7-49b8-a5c9-69af95a57400,32008M5024
05daa28c-661f-11e2-9294-01aa75ed71a1,32012R1021R(01)
05dbf6f2-dc76-4a78-b248-cee8ef06f2cd,31994D0240
05dc6a9e-3fe8-45f3-9590-6934b52b11d0,32004D0907
05dcde7a-ab9a-4cb6-86ec-1b504cd72af7,31991R0104
05dcec40-bade-11e7-a7f8-01aa75ed71a1,32017D1027(02)
05defca7-1d67-4d0d-8cc8-ff318292d2f5,31980D0477
05e0b806-1401-11ee-806b-01aa75ed71a1,32023M11102
05e183da-6dbf-4aea-8f74-9fc25ff70dbf,31980D0829
05e41378-189d-11ef-a251-01aa75ed71a1,32024R1110
05e42d13-4c16-467d-a901-910c691ab2f0,32003L0033
05e49a2c-08e7-11ef-a251-01aa75ed71a1,32015R2447R(12)
05e77ba9-a29d-4d14-a140-21f216541c42,32009R0020
05e7d009-a1d4-11ed-b508-01aa75ed71a1,32023R0206
05e7d5c8-a5ea-11e8-99ee-01aa75ed71a1,32018M9004
05ecc8e9-358d-4be8-b885-e6d4ab3e28cc,31999D0457
05ee594d-9708-4e37-bc61-83ebb49d407f,32010R0901
05eeb372-9489-11e8-8bc1-01aa75ed71a1,32018R1072
05efaa5d-e2cb-11e6-ad7c-01aa75ed71a1,32017D0123
05f0e956-f221-4c3f-a0a4-e9c081807763,31980D0032
05f2e75d-490a-4256-bc8c-e4b25619a7c4,32008M5243
05f55654-e712-42dd-8df7-796b338ddc68,31992D0296
05f557f9-a491-47df-befa-ad3ae09b3bb1,32004D0446
05f5d7d3-17aa-11ed-8fa0-01aa75ed71a1,32022R1383
05f5d8c2-0a28-11ec-adb1-01aa75ed71a1,32021R1419
05f672f5-0dad-4cbd-9792-86446704b307,32001R2013
05f82f0e-3e78-11ea-ba6e-01aa75ed71a1,32019R1155R(01)
05fa4ba2-5ccc-11e3-914b-01aa75ed71a1,32013R1250
05fee8e4-b823-4c07-ac2a-99c1f079e6c2,32017M8360
06009ad0-9d77-11e5-8781-01aa75ed71a1,32015D2276
0600b9f3-89dd-11ea-812f-01aa75ed71a1,32020D0414R(02)
0600d6ea-d987-11e7-a506-01aa75ed71a1,32012R0965R(08)
0601ffbe-0f5b-11f0-b1a3-01aa75ed71a1,32025R0634
0602b005-5fd7-11ed-92ed-01aa75ed71a1,32022D2187
0603efa6-6c28-4426-b0c9-259a7a0cd74d,31987R3985
06046fa3-93be-11e3-bf99-01aa75ed71a1,32012R1149R(01)
0604c511-2f48-11ed-975d-01aa75ed71a1,32020R0270R(03)
0604eaab-f0d8-4e79-961e-e124aeae11c6,31992D0482
060513d2-6c7b-11e3-9afb-01aa75ed71a1,32013D0800
0607e568-9e10-11ee-b164-01aa75ed71a1,32023D2801
0608a86e-5e52-11e8-ab9c-01aa75ed71a1,32011R1129R(11)
06096d67-09a7-4465-b04f-b9001a84bac8,31997L0067R(01)
060a3e7a-6962-11ee-9220-01aa75ed71a1,32019R1157R(01)
060d24b5-12b0-11ea-8c1f-01aa75ed71a1,32019R1980
060e039b-a68b-11ed-b508-01aa75ed71a1,32023R0253
060e0ecc-db39-11e3-8cd4-01aa75ed71a1,32014R0469
06111291-83c8-11e8-ac6a-01aa75ed71a1,32018L0970
0612318e-a1b4-441d-8af8-d2c41fa61063,32005D0442
06129ad7-f1a5-4485-b259-35a71ddae58e,32000R1338
061321f0-c1ca-4f5e-9a34-f1b0727b4671,31999D0101
06151220-ceee-44d1-9f46-c76e477b0f0e,31972D0474
061599fd-0b4a-49fe-8ea3-394dbdff7d0b,32009L0016
0616b350-1b61-11ea-8c1f-01aa75ed71a1,32019M9475
0616da25-db63-11ee-b9d9-01aa75ed71a1,32024R0777
061822d4-a55b-11e5-b528-01aa75ed71a1,32015R2380
0619bcb8-b43e-11e5-8d3c-01aa75ed71a1,32016R0009
061ca13d-8d0e-11eb-b85c-01aa75ed71a1,32020R1470R(01)
061cd2f4-4744-4c36-be38-9d078b6c1887,31988R4282
061d3459-e097-11e7-9749-01aa75ed71a1,32017D2307
061d3c3f-6812-11e9-9f05-01aa75ed71a1,32018R1263R(01)
061d5864-7abc-11ed-9887-01aa75ed71a1,32022D2440
061dfa32-63f6-11e4-9cbe-01aa75ed71a1,32014R1141
061eb515-08d0-4491-9e87-8f866e8623ed,31992R1036
061efe19-b373-11ef-acb1-01aa75ed71a1,32024D2974
062208bb-ec16-11e9-9c4e-01aa75ed71a1,32018D0901R(01)
0624afb8-b1e1-11ef-acb1-01aa75ed71a1,32024D2998
0625c705-47f4-11e6-9c64-01aa75ed71a1,32016R1120
0625d896-5949-42ba-a9c4-94251a05941b,32010L0032
0626ad15-3b0f-4b93-9936-3df8ca66f41b,32008L0048R(03)
0626e9b7-77a0-4f21-abcd-f20babbea4ca,32011H0720(02)
062ac2ad-0d6a-11e8-966a-01aa75ed71a1,32016R2066R(02)
062ba1ef-c398-11eb-a925-01aa75ed71a1,32021M10222
062cba97-f9ed-11e8-a96d-01aa75ed71a1,32012R0258R(04)
062d1a22-f18d-11e5-8529-01aa75ed71a1,32016D0437
062d972f-6e7d-4c75-928b-f585f6412a9d,32010R0472
062f319f-ea88-11eb-93a8-01aa75ed71a1,32021D1207
062fba91-9703-427a-8b77-f7fe0bcbd8b4,31971R1182
06314a67-39f2-4a9b-a0ea-f05dcf8a2e8d,32002R1380
06315168-88d9-11ee-99ba-01aa75ed71a1,32022R2293R(02)
063159b2-21be-414d-b4de-07daf54f8a91,31999D0555
0632af75-f00f-4a7b-8f36-3fe8fd937e16,32005M3698
063331ae-2302-40b2-9423-5678ebe865c0,31969D0240
0633b4d5-22d5-4ab4-85e4-25d3d5996c11,32001O0001
063569a6-0339-4319-84ab-13c92478b6dc,32008D0432R(01)
0637e74e-ceca-11e4-8b38-01aa75ed71a1,32015R0459
063821d7-7f28-47a2-9355-353ccb091e29,31999M1573
063868bd-9b8c-11ed-b508-01aa75ed71a1,32023D0161
063990c7-2ce2-4e5c-b0cc-5eba713d7d08,32002R1606
063c193d-daa9-4e4c-8913-091877b31423,32003R2083
063de05f-a646-4d0f-94ea-6396826c9190,32007M4456
0642cb91-a5d3-4513-852e-43de08b1c971,31997D0389
06436cae-5867-4271-8b3e-03378c02a0b0,32007L0042
06447dfa-9933-47a4-91a4-fcab26a164f2,31960Q0503
06487667-22f7-11ea-af81-01aa75ed71a1,32019D1220(01)
0649ce87-ad5e-11e6-aab7-01aa75ed71a1,32016R2015
064a9718-ed9b-11ef-b5e9-01aa75ed71a1,32025R0361
064bdbbb-12fc-4a13-8f37-b904cfe54011,32002L0047
064d4dbb-51dd-4828-b835-c74faf9ab08f,31991R1221
065071aa-17ba-4a99-b754-994b08d65e1e,32004D0760
0651436f-3854-11ec-8daf-01aa75ed71a1,32021R1892
0651ca52-0d54-4077-9a45-5a492e7b4cfd,31987D0418
0651d442-3e84-11e6-af30-01aa75ed71a1,32016R1056
06520bb2-71c8-11eb-9ac9-01aa75ed71a1,32020D1650R(01)
06535719-5844-11ef-acbc-01aa75ed71a1,32014R1300R(06)
06539698-b117-11ef-acb1-01aa75ed71a1,32024R2999
0653f1cc-14a6-4f8d-9aff-d5f0e7c1e42e,32007H0508(04)
06546c3b-378b-40b1-8a16-948a1b0c4c4e,32006R0711R(01)
06548a97-cecb-11ed-a05c-01aa75ed71a1,32022R2583R(03)
0659daa1-5360-4cba-83cb-ac4a16e0636f,31995M0632
065a8e0d-965f-4c3b-9194-da882da271b0,32007M4694
065ab0cd-3325-11e3-8d1c-01aa75ed71a1,32013R0971
065e2b5f-5565-4056-8c7a-b9a34afbd23e,32017M8364
065ec988-2cb8-4a60-ba81-9fcea01d4000,31992M0232
065f98d4-d652-11e7-a506-01aa75ed71a1,32017D2113
065f9b58-a841-4ed2-bcb7-73fd11f95e5c,31994D1030
065fd143-c7fc-11ea-adf7-01aa75ed71a1,32020R1044
06603b6f-caf3-4eba-a53f-656d65172414,32003M3120
0660561e-cc41-11ec-b6f4-01aa75ed71a1,32022R0576R(03)
0661110b-6962-11ee-9220-01aa75ed71a1,32018L2001R(09)
066193de-c654-4414-bd3c-7bb5f05b8f6c,32001M2305
0663cd72-04ad-11ec-b5d3-01aa75ed71a1,32021D1386
06652e5f-0f5b-11f0-b1a3-01aa75ed71a1,32025R0678
06662418-964f-44f1-b428-9c48a1b23e6c,32018M8913
0666749c-31c5-11ee-946a-01aa75ed71a1,32022L1647R(02)
066830fb-ab88-4040-833e-c24c0ff4519c,31987A0434
066970ed-76a3-4dfc-a513-a3c17b3ae194,32000M1778
066a9e5d-4548-11e4-a0cb-01aa75ed71a1,32013D0383R(01)
066b13d8-4728-11f0-85ba-01aa75ed71a1,32025R0964R(01)
066b19d0-2056-4cfa-8e8c-a190f279883d,31999M1492
0671966a-340f-4b6a-a687-f1b73a783669,31990R0028
0673182f-2d0f-11ef-a61b-01aa75ed71a1,32024R1083R(01)
0674203c-4335-11e6-9c64-01aa75ed71a1,32016R1090
06742f7f-318c-11e8-b5fe-01aa75ed71a1,32018D0509
0674e795-721f-11ec-9136-01aa75ed71a1,32022R0022
06760436-43f8-11eb-b59f-01aa75ed71a1,32020D1222(01)
0677bb37-80d6-11ed-9887-01aa75ed71a1,32022R2514
067af166-ea7d-11e5-a2a7-01aa75ed71a1,32016R0365
067b8270-bb89-11e6-a237-01aa75ed71a1,32015D1173R(01)
067c5154-92f5-11e3-bf99-01aa75ed71a1,32014R0124
067e51d1-3114-4340-b999-4dcea90791ea,32011R0982
067f0abb-7407-4eb8-be9d-fd9ed5fbcadb,32009M5403
0684fff4-85f6-11ea-bf12-01aa75ed71a1,32020R0559
068580a7-fa72-42a8-95d4-4aec3b8fe0d3,32018M8665
0685d043-39d6-4ea7-ac53-c6d1a7392231,32008D0051
0688465a-6fc7-11e9-9f05-01aa75ed71a1,32014R0044R(01)
0688523e-56e2-11f0-a9d0-01aa75ed71a1,32025D1315
06889576-21a2-4ca6-95c8-18c25312d7f8,32010M5855
068a1379-1f56-11e7-84e2-01aa75ed71a1,32016R1185R(03)
068c2d29-c59e-11e1-b84a-01aa75ed71a1,32012R0530
068ca73b-e5dc-4eee-ada5-e54428931f78,31994D1027
068dfc67-4178-11e9-8d04-01aa75ed71a1,32019L0130R(01)
06904a5b-cb01-461e-87c1-6eba7759f71a,32009R0490
0691f8a4-57bf-4556-8f0e-20f2e499c44b,32006D0635R(01)
0691fae2-4c24-4046-a825-cc7755625937,32008R1276
06926659-fe70-11e8-a96d-01aa75ed71a1,32018R1969
0694163b-3fac-4677-b52c-445f8be5c1f7,32012D0124
06948f65-4b0e-4f91-b030-83f94d3d4f7b,31994D0208
0694b2e4-d4df-11e2-bfa7-01aa75ed71a1,32012D0362R(01)
0694b9ea-7fde-11ec-8c40-01aa75ed71a1,32022R0117
069516f1-2850-4477-b882-1bcbc93e87d2,32010R0692
06979550-f191-11e9-a32c-01aa75ed71a1,32019D1566R(01)
0697df56-4edd-11ef-acbc-01aa75ed71a1,32024R2049
0698fc5f-3727-418c-ad57-be226cb4ddf4,32006D0250
069b2697-cb0f-11e9-992f-01aa75ed71a1,32019M9354
069b3c87-6030-4b47-b481-a48d455c6eef,32010R0250
069c7a84-4594-11f0-b9f2-01aa75ed71a1,32025D1160
069d626a-8af9-11ec-8c40-01aa75ed71a1,32022R0183
069e9d22-7eae-11ec-8c40-01aa75ed71a1,32022M10548
069ffebf-a842-11ed-b508-01aa75ed71a1,32023D0271
06a17748-2f73-4376-9851-42bab4160400,32006D0368R(01)
06a2c891-8452-11ee-99ba-01aa75ed71a1,32023D2581
06a313e7-2210-11e5-a342-01aa75ed71a1,32015R1081
06a3eb57-c3f1-473b-b0c9-3f153795539c,32005D0046
06a3f5b4-6b7d-11e4-9680-01aa75ed71a1,32013R1024R(02)
06a5fbf7-a885-11eb-9585-01aa75ed71a1,32021R0619R(01)
06a9fe10-fb2e-4179-a049-8f7428f435e4,32004M3433
06aa1628-55cd-11ed-92ed-01aa75ed71a1,32022R0825R(01)
06ab9386-193b-11e4-933d-01aa75ed71a1,32014R0834
06ab9f95-2fb8-4d2f-895c-8898b2f1d01e,32017M8321
06ac5977-ffba-4b8a-b229-56308e3b73bc,32006D0167(01)
06ad8872-f2fa-409b-a67f-f216752e36b0,31995F1127(02)
06aea2a6-a840-48cb-84e7-caa8a7066c8c,32011H0715(03)
06af6420-e4f6-11ef-bc1c-01aa75ed71a1,32013R1257R(05)
06afbc47-6ec5-4751-98f4-81f41bda85f6,32010D0014R(02)
06b4aa6f-4cf8-49d9-b9c2-e083a6dd4d21,32002D0228R(01)
06b658a1-afbe-11e7-837e-01aa75ed71a1,32015R0062R(03)
06b78d22-1d56-11ef-a251-01aa75ed71a1,32024D03502
06b7a226-3d51-11e3-a247-01aa75ed71a1,32013R1034
06b9f001-fab2-4bf0-bbbe-a7aadbbe10d3,32002R2083
06bae1b4-727c-42cc-9466-aaac0adb1b49,31997R0226
06bda141-9957-4856-b1db-88798d0ae7eb,31994D0688
06bf82ac-2e55-4905-9e6b-451d3792005e,31992Y0708(01)
06c1b199-b485-46f7-b254-d313483d5c20,32009D0516
06c2b645-21d4-11ec-bd8e-01aa75ed71a1,32021M10467
06c2e08e-317b-11e3-8d1c-01aa75ed71a1,32013R0963
06c77a46-3fb5-11ed-92ed-01aa75ed71a1,32018R1976R(01)
06c784fc-7adb-4a05-956f-0ddd7c27af0b,31999R1924
06c82a58-f1b6-47e1-8b45-9c1b35714be6,32008M5108
06c85e5a-225d-4624-b304-05b4fcc0e94d,32005D0965
06ca0f55-4ecd-40f8-8cef-fddf98d64c94,32002F0584R(01)
06cd7a9e-916b-456e-8aa7-4caedadea3ae,32004D0269
06ce26b9-586b-11ea-8b81-01aa75ed71a1,32019D2208R(01)
06ced7ef-2aef-11e9-8d04-01aa75ed71a1,32019M9223
06d158f2-39cc-11f0-8a44-01aa75ed71a1,32024R2987R(02)
06d16086-5bae-432f-af17-0bef8eaeacd3,31987D0226
06d19f17-d032-11e3-8cd4-01aa75ed71a1,32014R0436
06d23b63-cae0-11ee-95d9-01aa75ed71a1,32024D01459
06d34c75-1988-476d-9d3f-aba0e84921f1,31995A0172
06d34d40-f77f-4005-b44f-3b0fdbf9302c,31987R3544
06d3c098-5744-11e3-a8cb-01aa75ed71a1,32013R1203
06d4e469-0d1d-11eb-bc07-01aa75ed71a1,32019R0630R(02)
06d590dc-e375-41ab-b712-ad5ddc38727f,32003D0007
06d8637b-d10b-11e8-9424-01aa75ed71a1,32018D1522R(01)
06d92a40-d6dd-11e5-8fea-01aa75ed71a1,32016R0232
06d9f5e6-67d0-11ee-9220-01aa75ed71a1,32023L2123
06daa7b5-c428-41d1-af7d-2869ecdcb91c,32005M3809
06dbc0b8-1ceb-45a0-87be-533bf0041ed0,32010D0196
06dc6e11-2013-4920-bcb7-f9fb4fce52df,32008D0651
06dcbf9f-7ad2-46d4-971b-65c0743351c2,31979R2342
06dfc285-3fc1-4144-83ba-2fe777f2e47f,32005D0518
06dfe84b-719a-4c20-837f-ce22253bb0b6,32008D0821
06e01bcf-b4ee-4b9c-94b3-969772b0ca0b,32016M7603
06e30fb4-c56a-11e9-9d01-01aa75ed71a1,32019D1372
06e40eac-d7e2-11e8-90c0-01aa75ed71a1,32018D1599
06e5c60b-f642-11ee-a251-01aa75ed71a1,32024M11446
06e62058-6b44-4a27-9884-33e362a08499,32004R0464
06e65886-73bb-4779-b5ae-a4ce7c084b98,31985R3681
06e830c0-1a1d-40c5-893e-6a4aa33fd92c,32013L0032R(02)
06ea31ce-804c-11e6-b076-01aa75ed71a1,32012R0258R(03)
06eb1e8e-e247-11ec-a534-01aa75ed71a1,32021R1431R(01)
06eb934b-bba3-11ef-91ed-01aa75ed71a1,32024R3177
06ebfbc6-54d2-11e2-9294-01aa75ed71a1,32012D0827
06ec09f4-8d38-11ec-8c40-01aa75ed71a1,32022R0195
06ec6c46-d59f-11e2-bfa7-01aa75ed71a1,32013R0543
06ed584c-6c78-11e3-9afb-01aa75ed71a1,32013D0797
06ef4b75-0b59-48b9-b739-154fbecabfd3,32004R0728
06efed72-4f48-11ed-92ed-01aa75ed71a1,32022D1974
06f01901-4058-11eb-b27b-01aa75ed71a1,32020M9495
06f0998f-72cf-467f-aee3-58f4d2bbdc63,32005D0662
06f0dc78-345d-11e6-969e-01aa75ed71a1,32016D0969
06f13767-8a90-11ef-a67d-01aa75ed71a1,32024D2702
06f4c6d1-d1ee-11ed-a05c-01aa75ed71a1,32023D0728
06f599f7-a459-4200-8f41-900ec8b8cb2b,32016M8031
06f6916d-676d-11ea-b735-01aa75ed71a1,32020M9417
06f767f4-ef3e-11eb-a71c-01aa75ed71a1,32021R1223
06f8ed3e-d028-4931-b27c-0d9eecf55257,32004M3555
06f8fbea-eb93-11e7-9749-01aa75ed71a1,32017D2452
06fbe14e-0246-11ed-acce-01aa75ed71a1,32022D1205
06fc7af3-5e25-11e7-954d-01aa75ed71a1,32017R1165
06fd0a75-8b2a-4f13-85c8-fb56c0c0c874,32009M5588
06fd8149-fa2d-11e9-8c1f-01aa75ed71a1,32019R1793
06fd9db0-3421-11e9-8d04-01aa75ed71a1,32018R1865R(01)
06fe1cc0-b3e6-11ed-8912-01aa75ed71a1,32023R0409
06fed804-a982-11ec-83e1-01aa75ed71a1,32022R0455
06ffe2dd-b9fd-11ec-b6f4-01aa75ed71a1,32014R0692R(02)
06ffe836-18cf-11e6-ba9a-01aa75ed71a1,32016R0709
07000321-2b45-4924-9bed-e15fcd872887,31973D0322
0700db3f-c98c-4baa-99e3-61a4f7c3c902,32001M2255
0702e5df-0f1a-11ed-8fa0-01aa75ed71a1,32022M10656
0703610c-956a-11e2-ab01-01aa75ed71a1,32013R0273
0706ff55-4a7e-4aa1-9e5f-2521fd6236c4,31979L0641R(01)
07078e6e-c0c4-4758-830a-f4322911d600,32003R1498
0707a2a0-b2ac-4b6f-a6fe-6aa9266ba0a3,31999M1438
0707fa0b-0dcf-11f0-b1a3-01aa75ed71a1,32025D0607
070941dd-adf8-11e5-b528-01aa75ed71a1,32015L0637R(01)
07096ed2-372b-11e8-b5fe-01aa75ed71a1,32018M8836
070a6f1e-8d79-4273-95ca-964f87341815,31988D0531
070ab776-0af9-4c8d-885d-64bb3442aef6,32011R1351
070bd347-4b38-11ec-91ac-01aa75ed71a1,32021R2027
070de6c1-305c-4abe-a980-b6a1c071664a,32006M4055
070f2544-c595-11e5-a4b5-01aa75ed71a1,32016D0107
071365e9-5b66-4ae1-a4d8-39e433fe3e64,32006D0217R(01)
0713822a-9c32-4023-ac30-0185d8cd7db8,32004R1993R(01)
0713aac5-faf7-11ef-b7db-01aa75ed71a1,32025D0464
0713df24-66e5-11ed-b14f-01aa75ed71a1,32022D2261
0714be44-5635-11ef-acbc-01aa75ed71a1,32024M11600
0714fe4f-49fc-11e4-a0cb-01aa75ed71a1,32014R1040
07159dc9-d8fd-11e4-9de8-01aa75ed71a1,32015R0543
07159eb3-dfac-4710-8d2a-e5204f3ca6a3,32011M6243
0715cfac-2749-4220-812a-3d59648e1765,31985R3718
0716244d-ee5c-495f-9c0e-f7a933b43082,32007M4789
0716c0a5-7c3a-4f9e-9e2d-2987c37c9b0f,31990D0115
0717f324-229d-11e8-ac73-01aa75ed71a1,32017R1538R(01)
0718ea88-bc72-42d1-91d6-a442cf50a95c,31969R2604
07191631-94a7-11e2-ab01-01aa75ed71a1,32013R0260
071c8820-24c7-4ca3-becd-e319056994cf,31996L0071R(04)
071db610-b372-11e6-9e3c-01aa75ed71a1,32015D0800R(01)
071ded1d-5d1d-4231-a439-a657d5b29330,32006R0928
071e30c2-dd0a-4d61-bedf-348d57938a0d,32005D0381R(01)
071fa267-b2c2-4fa5-8c24-cb009b83ab8e,32006R0400R(01)
071fdfda-909c-11ec-b4e4-01aa75ed71a1,32022R0213
0720f3a2-b79c-41bb-a449-f945629a0835,31995R1569
072133b0-045c-11ea-8c1f-01aa75ed71a1,32019L0944R(01)
072140b4-ebbe-11e3-8cd4-01aa75ed71a1,32014D0320
072201be-bba7-4b5f-bbc8-866826e6ff52,32004D0012
0722e872-2f46-4cf7-b9d1-62489e19f0ee,32001D0089
0724bd1a-6843-4f43-ad96-5f85c835b9b1,32008R0861
0725b336-747e-11e4-b593-01aa75ed71a1,32012R0437R(01)
07269df3-10df-4787-a28b-f9dc2d93dcfd,31992R1188
0726cbaa-0984-11ee-b12e-01aa75ed71a1,32023D1156
07278551-9a59-11ec-83e1-01aa75ed71a1,32022R0355
072875f2-00eb-49c2-b484-27c7f33b0489,31997D0689
07298f4f-2148-11ee-94cb-01aa75ed71a1,32015R0445R(05)
0729ae3c-9a44-46c9-a8ed-ac3649620b64,32008D0148
0729aec0-fe9a-418d-9c1f-1d7393ff6530,32000D0131
072a83e5-1689-11ec-b4fe-01aa75ed71a1,32021R0664R(01)
072a84f2-aacb-11e8-99ee-01aa75ed71a1,32018M8986
072d5646-b31c-11eb-8aca-01aa75ed71a1,32021D0778
072fa9a0-0bfb-4b2e-b964-ab7c58736ccc,32004M3439
0731045b-2b8e-4f6f-a8c0-b8580ac3fa51,31997D0270
07314b3e-4ffc-11e2-9294-01aa75ed71a1,32012R0225R(02)
07319f78-31cc-11e5-9f85-01aa75ed71a1,32015D1211
0732198c-cb0c-11e8-9424-01aa75ed71a1,32018R1494
